,Student ID,student_name,gender,grade,school_name,reading_score,math_score,reading_pass,math_pass,School ID,type,size,budget,bps
312,312,Paula Harrison,F,11th,Huang High School,81,91,1,1,0,District,2917,1910635,655
313,313,Wayne Atkinson,M,11th,Huang High School,86,63,1,0,0,District,2917,1910635,655
314,314,Lindsay Frank,F,9th,Huang High School,92,66,1,0,0,District,2917,1910635,655
315,315,Jose Garcia,M,10th,Huang High School,67,84,0,1,0,District,2917,1910635,655
316,316,Andrew Gaines,M,12th,Huang High School,68,87,0,1,0,District,2917,1910635,655
317,317,Rachael Liu,F,10th,Huang High School,77,79,1,1,0,District,2917,1910635,655
318,318,Donald Lewis,M,11th,Huang High School,72,72,1,1,0,District,2917,1910635,655
319,319,Shane Edwards,M,9th,Huang High School,74,59,1,0,0,District,2917,1910635,655
320,320,Todd Levy,M,12th,Huang High School,91,94,1,1,0,District,2917,1910635,655
321,321,Joanna Moore,F,10th,Huang High School,84,66,1,0,0,District,2917,1910635,655
322,322,Michael Lewis,M,9th,Huang High School,98,90,1,1,0,District,2917,1910635,655
323,323,James Robinson,M,9th,Huang High School,91,60,1,0,0,District,2917,1910635,655
324,324,Jeffrey Arellano,M,9th,Huang High School,89,87,1,1,0,District,2917,1910635,655
325,325,Heather Allen MD,F,11th,Huang High School,96,94,1,1,0,District,2917,1910635,655
326,326,Lori Villarreal,F,9th,Huang High School,66,81,0,1,0,District,2917,1910635,655
327,327,Robert Harper,M,12th,Huang High School,78,85,1,1,0,District,2917,1910635,655
328,328,Karen Villegas,F,9th,Huang High School,76,57,1,0,0,District,2917,1910635,655
329,329,Tracey Crane,F,9th,Huang High School,77,97,1,1,0,District,2917,1910635,655
330,330,Elizabeth Allen,F,9th,Huang High School,73,77,1,1,0,District,2917,1910635,655
331,331,Jorge Lynn,M,11th,Huang High School,93,66,1,0,0,District,2917,1910635,655
332,332,Harold Gordon,M,11th,Huang High School,98,66,1,0,0,District,2917,1910635,655
333,333,Nicholas Mcclain,M,9th,Huang High School,76,90,1,1,0,District,2917,1910635,655
334,334,Tanya Harris,F,11th,Huang High School,85,86,1,1,0,District,2917,1910635,655
335,335,Amy Smith,F,12th,Huang High School,93,93,1,1,0,District,2917,1910635,655
336,336,Kathy Morse,F,11th,Huang High School,64,91,0,1,0,District,2917,1910635,655
337,337,Andrea Wood,F,10th,Huang High School,77,70,1,1,0,District,2917,1910635,655
338,338,Maureen Massey,F,9th,Huang High School,98,76,1,1,0,District,2917,1910635,655
339,339,Daniel Smith,M,11th,Huang High School,66,81,0,1,0,District,2917,1910635,655
340,340,Alexandra Smith,F,11th,Huang High School,78,77,1,1,0,District,2917,1910635,655
341,341,Caitlin Hall,F,11th,Huang High School,72,58,1,0,0,District,2917,1910635,655
342,342,Jose Carlson,M,11th,Huang High School,90,91,1,1,0,District,2917,1910635,655
343,343,Deborah Macias,F,9th,Huang High School,90,87,1,1,0,District,2917,1910635,655
344,344,Dwayne Rice,M,11th,Huang High School,99,78,1,1,0,District,2917,1910635,655
345,345,Matthew Harris,M,10th,Huang High School,69,80,0,1,0,District,2917,1910635,655
346,346,Eric Bowman,M,9th,Huang High School,80,94,1,1,0,District,2917,1910635,655
347,347,Samuel Ali,M,9th,Huang High School,66,91,0,1,0,District,2917,1910635,655
348,348,David Miller,M,12th,Huang High School,70,92,1,1,0,District,2917,1910635,655
349,349,James Moreno,M,11th,Huang High School,89,63,1,0,0,District,2917,1910635,655
350,350,Brooke Austin,F,11th,Huang High School,78,98,1,1,0,District,2917,1910635,655
351,351,Alisha Martin,F,10th,Huang High School,65,68,0,0,0,District,2917,1910635,655
352,352,Neil Rodriguez,M,10th,Huang High School,98,69,1,0,0,District,2917,1910635,655
353,353,Gary Williams,M,10th,Huang High School,73,56,1,0,0,District,2917,1910635,655
354,354,Michael Pittman,M,12th,Huang High School,89,60,1,0,0,District,2917,1910635,655
355,355,Stephanie Palmer,F,10th,Huang High School,85,91,1,1,0,District,2917,1910635,655
356,356,Christine Perry,F,11th,Huang High School,92,97,1,1,0,District,2917,1910635,655
357,357,Suzanne David,F,10th,Huang High School,83,62,1,0,0,District,2917,1910635,655
358,358,Amber Smith,F,12th,Huang High School,82,75,1,1,0,District,2917,1910635,655
359,359,Ryan Jones,M,9th,Huang High School,94,62,1,0,0,District,2917,1910635,655
360,360,Emily Ford,F,9th,Huang High School,79,61,1,0,0,District,2917,1910635,655
361,361,Kelsey Shea,F,12th,Huang High School,85,66,1,0,0,District,2917,1910635,655
362,362,Katherine Wallace,F,12th,Huang High School,65,56,0,0,0,District,2917,1910635,655
363,363,Erica Conway,F,11th,Huang High School,79,72,1,1,0,District,2917,1910635,655
364,364,Tyler Parker,M,11th,Huang High School,88,56,1,0,0,District,2917,1910635,655
365,365,Michael Parks,M,9th,Huang High School,93,58,1,0,0,District,2917,1910635,655
366,366,Elizabeth Hunt,F,12th,Huang High School,91,58,1,0,0,District,2917,1910635,655
367,367,Grant Jackson,M,11th,Huang High School,78,61,1,0,0,District,2917,1910635,655
368,368,Daniel Matthews,M,9th,Huang High School,78,78,1,1,0,District,2917,1910635,655
369,369,Diana Silva,F,9th,Huang High School,69,82,0,1,0,District,2917,1910635,655
370,370,Frank Garza,M,11th,Huang High School,84,95,1,1,0,District,2917,1910635,655
371,371,Terri Fischer,F,10th,Huang High School,68,55,0,0,0,District,2917,1910635,655
372,372,Robert Goodwin,M,12th,Huang High School,95,92,1,1,0,District,2917,1910635,655
373,373,Bobby Ruiz,M,10th,Huang High School,65,97,0,1,0,District,2917,1910635,655
374,374,Stephanie Taylor,F,12th,Huang High School,75,97,1,1,0,District,2917,1910635,655
375,375,Erin Hill,F,10th,Huang High School,68,98,0,1,0,District,2917,1910635,655
376,376,Erin Cohen,F,10th,Huang High School,71,74,1,1,0,District,2917,1910635,655
377,377,Jeffrey Morris,M,9th,Huang High School,84,57,1,0,0,District,2917,1910635,655
378,378,Elizabeth Simpson,F,10th,Huang High School,97,63,1,0,0,District,2917,1910635,655
379,379,Jennifer Davis,F,11th,Huang High School,96,68,1,0,0,District,2917,1910635,655
380,380,Rachel Burton,F,9th,Huang High School,75,75,1,1,0,District,2917,1910635,655
381,381,Joseph Wilkins,M,9th,Huang High School,66,95,0,1,0,District,2917,1910635,655
382,382,Lawrence Montgomery,M,11th,Huang High School,87,70,1,1,0,District,2917,1910635,655
383,383,Patricia Howard,F,11th,Huang High School,70,65,1,0,0,District,2917,1910635,655
384,384,Jessica Hanson,F,11th,Huang High School,84,55,1,0,0,District,2917,1910635,655
385,385,Donna Dean,F,10th,Huang High School,98,77,1,1,0,District,2917,1910635,655
386,386,Edwin Reid,M,9th,Huang High School,69,57,0,0,0,District,2917,1910635,655
387,387,Jodi Brown,F,12th,Huang High School,70,85,1,1,0,District,2917,1910635,655
388,388,Elizabeth Richard,F,9th,Huang High School,90,88,1,1,0,District,2917,1910635,655
389,389,Aaron Martinez,M,9th,Huang High School,85,72,1,1,0,District,2917,1910635,655
390,390,Stephen Fischer,M,9th,Huang High School,81,88,1,1,0,District,2917,1910635,655
391,391,Diana Reeves,F,11th,Huang High School,86,83,1,1,0,District,2917,1910635,655
392,392,Jeffrey Eaton,M,10th,Huang High School,99,90,1,1,0,District,2917,1910635,655
393,393,Evelyn Miller,F,9th,Huang High School,65,71,0,1,0,District,2917,1910635,655
394,394,Christopher Kidd,M,9th,Huang High School,97,55,1,0,0,District,2917,1910635,655
395,395,Sarah Adams,F,9th,Huang High School,91,62,1,0,0,District,2917,1910635,655
396,396,Melinda Nelson,F,12th,Huang High School,75,82,1,1,0,District,2917,1910635,655
397,397,Kevin Brooks,M,11th,Huang High School,78,72,1,1,0,District,2917,1910635,655
398,398,John Bowen,M,12th,Huang High School,77,56,1,0,0,District,2917,1910635,655
399,399,Tracie Abbott,F,12th,Huang High School,72,69,1,0,0,District,2917,1910635,655
400,400,Allen Foster,M,11th,Huang High School,93,65,1,0,0,District,2917,1910635,655
401,401,Kathryn Elliott,F,12th,Huang High School,63,91,0,1,0,District,2917,1910635,655
402,402,Christopher Walker,M,12th,Huang High School,94,66,1,0,0,District,2917,1910635,655
403,403,Cynthia Martin,F,11th,Huang High School,67,59,0,0,0,District,2917,1910635,655
404,404,Amanda Bennett,F,11th,Huang High School,88,97,1,1,0,District,2917,1910635,655
405,405,Dennis Padilla,M,11th,Huang High School,92,93,1,1,0,District,2917,1910635,655
406,406,Antonio Miller,M,11th,Huang High School,63,63,0,0,0,District,2917,1910635,655
407,407,Melissa Trevino,F,11th,Huang High School,71,56,1,0,0,District,2917,1910635,655
408,408,Andrew King,M,10th,Huang High School,99,80,1,1,0,District,2917,1910635,655
409,409,John Martinez,M,11th,Huang High School,68,76,0,1,0,District,2917,1910635,655
410,410,Lauren King,F,9th,Huang High School,74,82,1,1,0,District,2917,1910635,655
411,411,Stephanie Mercado,F,9th,Huang High School,93,98,1,1,0,District,2917,1910635,655
412,412,William Smith,M,11th,Huang High School,69,94,0,1,0,District,2917,1910635,655
413,413,Jonathan Marshall,M,12th,Huang High School,86,72,1,1,0,District,2917,1910635,655
414,414,Luke Lowery MD,M,10th,Huang High School,93,82,1,1,0,District,2917,1910635,655
415,415,Emily Reynolds,F,9th,Huang High School,88,99,1,1,0,District,2917,1910635,655
416,416,Kevin Mclean,M,9th,Huang High School,86,80,1,1,0,District,2917,1910635,655
417,417,Elizabeth Taylor,F,11th,Huang High School,97,84,1,1,0,District,2917,1910635,655
418,418,Pamela Rivas,F,11th,Huang High School,84,58,1,0,0,District,2917,1910635,655
419,419,Tammy Martin,F,9th,Huang High School,84,64,1,0,0,District,2917,1910635,655
420,420,Holly Watkins,F,9th,Huang High School,81,74,1,1,0,District,2917,1910635,655
421,421,Patrick Chen,M,9th,Huang High School,67,79,0,1,0,District,2917,1910635,655
422,422,Michelle Griffin,F,10th,Huang High School,85,81,1,1,0,District,2917,1910635,655
423,423,Theresa Andrews,F,12th,Huang High School,65,58,0,0,0,District,2917,1910635,655
424,424,Alan Henry,M,9th,Huang High School,63,81,0,1,0,District,2917,1910635,655
425,425,Dr. Larry Hines,M,10th,Huang High School,91,59,1,0,0,District,2917,1910635,655
426,426,Travis Frazier,M,12th,Huang High School,75,68,1,0,0,District,2917,1910635,655
427,427,Julie Jones,F,12th,Huang High School,74,68,1,0,0,District,2917,1910635,655
428,428,Natalie Reynolds,F,10th,Huang High School,77,70,1,1,0,District,2917,1910635,655
429,429,Jessica Cohen,F,10th,Huang High School,69,98,0,1,0,District,2917,1910635,655
430,430,Jason Robinson,M,12th,Huang High School,69,95,0,1,0,District,2917,1910635,655
431,431,Heather Palmer,F,9th,Huang High School,78,57,1,0,0,District,2917,1910635,655
432,432,Emily Cardenas MD,F,10th,Huang High School,77,87,1,1,0,District,2917,1910635,655
433,433,Scott Glover,M,12th,Huang High School,65,92,0,1,0,District,2917,1910635,655
434,434,Jacqueline White,F,12th,Huang High School,68,67,0,0,0,District,2917,1910635,655
435,435,Mrs. Elizabeth Espinoza DDS,F,9th,Huang High School,76,75,1,1,0,District,2917,1910635,655
436,436,Toni Porter,F,11th,Huang High School,92,72,1,1,0,District,2917,1910635,655
437,437,Jennifer Mejia,F,11th,Huang High School,90,59,1,0,0,District,2917,1910635,655
438,438,Brenda Peterson,F,10th,Huang High School,75,78,1,1,0,District,2917,1910635,655
439,439,Paul Hamilton,M,9th,Huang High School,73,72,1,1,0,District,2917,1910635,655
440,440,Patricia Nguyen,F,11th,Huang High School,83,56,1,0,0,District,2917,1910635,655
441,441,James Ho,M,12th,Huang High School,86,61,1,0,0,District,2917,1910635,655
442,442,Elizabeth Cohen,F,10th,Huang High School,97,61,1,0,0,District,2917,1910635,655
443,443,Stephanie Lane,F,9th,Huang High School,70,57,1,0,0,District,2917,1910635,655
444,444,Dawn Rhodes,F,12th,Huang High School,67,66,0,0,0,District,2917,1910635,655
445,445,Theresa Robinson,F,10th,Huang High School,63,65,0,0,0,District,2917,1910635,655
446,446,Breanna Mosley,F,9th,Huang High School,85,79,1,1,0,District,2917,1910635,655
447,447,Carmen Wilson,F,10th,Huang High School,69,92,0,1,0,District,2917,1910635,655
448,448,Ian Brown,M,9th,Huang High School,77,71,1,1,0,District,2917,1910635,655
449,449,Kathleen Matthews,F,11th,Huang High School,96,60,1,0,0,District,2917,1910635,655
450,450,Bryan Diaz,M,11th,Huang High School,64,84,0,1,0,District,2917,1910635,655
451,451,Gina Sweeney,F,11th,Huang High School,81,59,1,0,0,District,2917,1910635,655
452,452,Alan Garcia,M,10th,Huang High School,88,60,1,0,0,District,2917,1910635,655
453,453,Erik Wheeler,M,10th,Huang High School,94,58,1,0,0,District,2917,1910635,655
454,454,Stephanie Robles,F,9th,Huang High School,83,95,1,1,0,District,2917,1910635,655
455,455,Samantha Hanson,F,9th,Huang High School,83,61,1,0,0,District,2917,1910635,655
456,456,Christopher Williams,M,11th,Huang High School,89,83,1,1,0,District,2917,1910635,655
457,457,Stephanie Hart,F,12th,Huang High School,94,63,1,0,0,District,2917,1910635,655
458,458,Mrs. Lisa Becker,F,11th,Huang High School,84,68,1,0,0,District,2917,1910635,655
459,459,Bianca Johnson,F,9th,Huang High School,92,68,1,0,0,District,2917,1910635,655
460,460,Amy Steele,F,12th,Huang High School,67,63,0,0,0,District,2917,1910635,655
461,461,Gina Contreras,F,9th,Huang High School,92,92,1,1,0,District,2917,1910635,655
462,462,Jaime Alexander,F,10th,Huang High School,93,77,1,1,0,District,2917,1910635,655
463,463,Kevin Coleman,M,12th,Huang High School,88,77,1,1,0,District,2917,1910635,655
464,464,Caitlin Williams,F,10th,Huang High School,98,79,1,1,0,District,2917,1910635,655
465,465,Joseph Lloyd,M,9th,Huang High School,81,89,1,1,0,District,2917,1910635,655
466,466,Carrie Hernandez,F,11th,Huang High School,86,92,1,1,0,District,2917,1910635,655
467,467,Mr. Travis Young,M,10th,Huang High School,81,61,1,0,0,District,2917,1910635,655
468,468,Francis Wright,M,12th,Huang High School,63,92,0,1,0,District,2917,1910635,655
469,469,Joel Harper,M,9th,Huang High School,99,94,1,1,0,District,2917,1910635,655
470,470,Eduardo Park,M,9th,Huang High School,67,62,0,0,0,District,2917,1910635,655
471,471,Melissa Yoder,F,10th,Huang High School,95,74,1,1,0,District,2917,1910635,655
472,472,Donna Campbell,F,9th,Huang High School,82,64,1,0,0,District,2917,1910635,655
473,473,Connie Delacruz,F,9th,Huang High School,64,58,0,0,0,District,2917,1910635,655
474,474,Luis Parker,M,9th,Huang High School,89,95,1,1,0,District,2917,1910635,655
475,475,Pamela Watts,F,11th,Huang High School,82,58,1,0,0,District,2917,1910635,655
476,476,Lindsey Mitchell,F,10th,Huang High School,72,89,1,1,0,District,2917,1910635,655
477,477,Brenda Price,F,10th,Huang High School,79,75,1,1,0,District,2917,1910635,655
478,478,Joseph Howard,M,10th,Huang High School,90,61,1,0,0,District,2917,1910635,655
479,479,Amy Evans,F,10th,Huang High School,92,73,1,1,0,District,2917,1910635,655
480,480,Paula Fernandez DVM,F,9th,Huang High School,69,96,0,1,0,District,2917,1910635,655
481,481,Amber Cunningham,F,11th,Huang High School,97,86,1,1,0,District,2917,1910635,655
482,482,Preston Wheeler,M,10th,Huang High School,65,56,0,0,0,District,2917,1910635,655
483,483,James Lopez,M,9th,Huang High School,68,89,0,1,0,District,2917,1910635,655
484,484,Chad Drake,M,11th,Huang High School,67,99,0,1,0,District,2917,1910635,655
485,485,Samuel Blackburn,M,11th,Huang High School,73,96,1,1,0,District,2917,1910635,655
486,486,Shawn Nielsen,M,9th,Huang High School,86,81,1,1,0,District,2917,1910635,655
487,487,Eric Perez,M,10th,Huang High School,83,67,1,0,0,District,2917,1910635,655
488,488,Kevin Montgomery,M,12th,Huang High School,67,81,0,1,0,District,2917,1910635,655
489,489,Terry Thomas,M,9th,Huang High School,88,65,1,0,0,District,2917,1910635,655
490,490,Kim Meyer,F,9th,Huang High School,92,66,1,0,0,District,2917,1910635,655
491,491,Michael Townsend,M,10th,Huang High School,95,78,1,1,0,District,2917,1910635,655
492,492,Ronnie Rodriguez,M,10th,Huang High School,71,79,1,1,0,District,2917,1910635,655
493,493,Savannah Smith,F,10th,Huang High School,95,79,1,1,0,District,2917,1910635,655
494,494,Shane Nguyen,M,10th,Huang High School,74,65,1,0,0,District,2917,1910635,655
495,495,Michael Brown,M,12th,Huang High School,99,71,1,1,0,District,2917,1910635,655
496,496,Robert Young,M,9th,Huang High School,70,72,1,1,0,District,2917,1910635,655
497,497,Daniel Griffin,M,9th,Huang High School,74,98,1,1,0,District,2917,1910635,655
498,498,James Johnson,M,11th,Huang High School,73,80,1,1,0,District,2917,1910635,655
499,499,Mary Cox,F,10th,Huang High School,97,79,1,1,0,District,2917,1910635,655
500,500,Tina Aguirre,F,10th,Huang High School,86,90,1,1,0,District,2917,1910635,655
501,501,Jillian Mcdonald,F,9th,Huang High School,64,70,0,1,0,District,2917,1910635,655
502,502,Matthew Branch,M,10th,Huang High School,71,89,1,1,0,District,2917,1910635,655
503,503,Christopher Jordan,M,11th,Huang High School,78,84,1,1,0,District,2917,1910635,655
504,504,Victor Mcguire,M,11th,Huang High School,93,94,1,1,0,District,2917,1910635,655
505,505,Erin Arnold,F,10th,Huang High School,96,78,1,1,0,District,2917,1910635,655
506,506,Nicholas Wu,M,10th,Huang High School,85,74,1,1,0,District,2917,1910635,655
507,507,Kristen Wilson,F,12th,Huang High School,72,89,1,1,0,District,2917,1910635,655
508,508,Morgan Moore,F,10th,Huang High School,63,84,0,1,0,District,2917,1910635,655
509,509,Stephen Smith,M,9th,Huang High School,90,90,1,1,0,District,2917,1910635,655
510,510,Jeremy Romero,M,10th,Huang High School,76,58,1,0,0,District,2917,1910635,655
511,511,Julie Bush,F,9th,Huang High School,96,97,1,1,0,District,2917,1910635,655
512,512,Brittany Taylor,F,11th,Huang High School,81,58,1,0,0,District,2917,1910635,655
513,513,James Kim,M,10th,Huang High School,89,70,1,1,0,District,2917,1910635,655
514,514,Ashley Roberts,F,10th,Huang High School,93,66,1,0,0,District,2917,1910635,655
515,515,Brandon Johnson,M,10th,Huang High School,80,74,1,1,0,District,2917,1910635,655
516,516,David Davenport,M,12th,Huang High School,89,61,1,0,0,District,2917,1910635,655
517,517,Mark Washington,M,9th,Huang High School,84,78,1,1,0,District,2917,1910635,655
518,518,Alicia Marshall,F,9th,Huang High School,97,84,1,1,0,District,2917,1910635,655
519,519,Barbara Santana,F,12th,Huang High School,90,69,1,0,0,District,2917,1910635,655
520,520,Samantha Parker,F,10th,Huang High School,88,72,1,1,0,District,2917,1910635,655
521,521,Joseph Walters,M,11th,Huang High School,82,76,1,1,0,District,2917,1910635,655
522,522,Michael Zamora,M,11th,Huang High School,96,94,1,1,0,District,2917,1910635,655
523,523,Kyle Cobb,M,11th,Huang High School,72,87,1,1,0,District,2917,1910635,655
524,524,Jill Clark,F,10th,Huang High School,76,92,1,1,0,District,2917,1910635,655
